,Beer Names,Rating,Locations,Reviews,Users,City
4357,Tyne Bank Silver Dollar,3.4,"Newcastle Upon Tyne, Tyne & Wear","Butelka. Ładny ,złoty,klarowny kolor. Piana średnia,biała,opadła szybko. W aromacie słodki mix tropików, wyraźne nuty żywicy. W smaku początkowo słodko,karmel,syrop,mix owoców,lekkie słodkie cytrusy,później wyraźną goryczka,żywiczna ,zalegająca. Wysycenie raczej małe,lekko oleista tekstura.",MarcinG,Newcastle Upon Tyne
4358,Argus Paschke Pilsner,3.3,"Chicago, Illinois","Aroma is bready malts, slight citrus and very basic Pilsner all around. The flavor is bready malts, mild fruit/citrus and a smooth/medium grainy finish.",wlajwl,Chicago
4359,Firestone Walker Champs De Fraises,3.7,"Paso Robles, California","Aroma is fresh strawberries. Tart strawberry notes shine through in the flavor as well, along with a bit of tannins and some funk. Pretty good.",EvanFriend,Paso Robles
4360,Flash House Dark Chocolate & Mint Porter,2.5,"North Shields, Tyne & Wear",På GBBF Winter 2020 i Birmingham. Delt med Rune. Svart. Filmskum. Aroma av After Eight. Smaken bare mint. Uvariert. Lett tørr avslutning,Finn,North Shields
4361,Jurajskie Motocyklowe,3.1,"Zawiercie, Poland","Słomkowe. Lekko zamglone. Piana spora, szamponowa. 
W aromacie chmiele amerykańskie zdominowane przez kolendrę. Trochę żelaza – to od chmielu. 
Zbożowo i wodniście. Dopiero w posmaku czuć trochę goryczki. 
Piwo jest bardzo lekkie.  Słodkawe. Nawet nie bardzo brzeczkowe. 
Jako bezalko nawet nawet.
",CiderTicks22,Zawiercie
4362,Flash House Iron Dwarf,2.6,"North Shields, Tyne & Wear",På GBBF Winter 2020 i Birmingham. Delt med Rune. Gråbrun. Uklar. Filmskum. Klementinaroma. Smaken søte plommer. Tørr syrlig ettersmak.,Finn,North Shields
4363,Transient Crunchable,3.5,"Bridgman, Michigan","Piwo złote, zmętnione. Piana niska, szybko opada. W aromacie cytrusy. W smaku delikatna grapefruitowa goryczka. Pełnia niska. Wysycenie średnie.",chrisko82,Bridgman
4364,By The Horns / Flavourly Fresh Tracks Lager,2.5,"Wandsworth, Greater London","Keg at By the Horns Brewery, Summerstown.  Clear mid golden.  Quite a crisp lager, but with a pretty decent flavour.",Beese,Wandsworth
4365,Bewdley 2857,3.9,"Bewdley, Worcestershire","500ml bottle via Appleyards, Shrewsbury. Clear gold appearance. Foamy white head. Moderately sweet malt on the nose. Taste presents a moderately sweet, crisp, bright fruity hops. A proper real ale named after a steam locamotive with picture of said train on the bottle. I believe I've actually travelled on this at the Severn valley railway too. Excellent sweet blonde real ale.",minutemat,Bewdley
4366,Grounding Angels Little Wing,2.9,"Hexham, Northumberland",På GBBF Winter 2020 i Birmingham. Delt med Rune. Mørk gylden. Uklar. Filmskum. Sitrusaroma. Smaken tørr. Papir & mango. Litt bitter avslutning.,Finn,Hexham
4367,Siren Bourbon Turkish (Project Barista - 2019) ,3.5,"Finchampstead, Berkshire","330ml glass bottle from Seven Seasons, Hoxton. Served at cellar temperature into a stout glass. Dated as bottled on 17/05/19. 

The beer pours a perfect black colour developing a one and a half finger mocha colour head. Uniform with medium sized bubbles. The head settles to a thick layer before finally disappearing half way through the drink. A lovely lacing. Visually this one looks like a top beer. 

The aroma has an identical profile to tiramisu. Heavy dark roasted coffee. Vanilla. Woody. Muscovado. Figs. Coffee, and the woody smell of the barrel ageing are the dominant notes. Nasally stunning. 

The taste is where the beer deviates away from great, in my opinion. Too alcoholic. I do understand the beer is 11.5% and imperial in style, but on the tastebuds the alcohol dominates and little else is present. I feel as the only reason I can taste coffee, vanilla or oak is because of the strength of aroma leading to perception. The beer is moderately sweet. 

The beer feels thick in the mouth, a lot of alcohol warmth, also in the pit of the stomach. A slightly dry, moderately sweet feel. 

Maybe just too much for my palate. A great beer for look and aroma but too heavily dominated by booze on the taste. 

One I’d put in the same category as Samuel Smiths Chocolate Stout. I think it would be good in a very small amount. But even on a slow slow drink 330 feels far too much. A sharer.",PubTun33,Finchampstead
4368,Deschutes The Ages,3.9,"Bend, Oregon","500 ml bottle from Tavour, 2/4/20.  2019 Reserve, Bottled 3/18/19.  Pours a darker, rusty orange color with a thick, foamy and frothy, beige head.  Strongly funky / peppery, some wood, herbal, pear, and grape notes.  Bright, tingly, and fairly tart.  A nice complexity has been developed at this point.  I could see it changing with more age, but as it is right now, it is drinking nicely.  Nicely blended.  
7/4/8/4/16",ben4321,Bend
4369,Sapporo Premium Lager,1.9,"Tokyo                      , Japan","# 1814; 2/2020. Rice and grains in aroma. Gold, clear body. Light body, worty, grainy, herbal, very sweet. Bad lager. 0,3 l bottle from asian food shop, Prague. Somewhere in EU produced beer.",kolemkoukolem,Tokyo                      
4370,Crankshaft Flywheel,3.1,"Leyland, Lancashire",På GBBF Winter 2020 i Birmingham. Delt med Rune. Gylden. Filmskum. Plommearoma. Smaken plommer & rips. Tørr bæraktig avslutning.,Finn,Leyland
4371,Coronado North Island IPA,3.2,"Coronado, California","Bottle. Zlatá farba, biela pena, výrazný sediment. Vôňa sladová, chlebová, mierne citrus, chmeľ. Chuť sladová, citrusová. Mierna horká dochuť.",fajry,Coronado
4372,Brick (UK) / Dogma Druže Cherry & Fig Schwarzbier,2.9,"Deptford, Greater London","Canned, 330 ml, shared with Max. Brown, small beige head. Caramel, some figs, watery, vague cherries. Sweetish. Thin finish. A mess really.",Iznogud,Deptford
4373,Zirndorfer Kellerbier,2.7,"Zirndorf, Bavaria","Beer with copper color, fuzzy aspect, soft bitterness, soft carbonized, some of foam on top, (shared a 50cl bottle beer with PG, bought at ""NORMA"", Großmehring, DE #1095)(#155 DE)(#73 Bavaria).",efeesse,Zirndorf
4374,Cotswold Lion Winter Roast Barley,3.2,"Coberley, Gloucestershire",På GBBF Winter 2020 i Birmingham. Delt med Rune. Svart. Mokkafarget skumring. Lakrisaroma. Smaken røyk&sjokolade. Tørr avslutning.,Finn,Coberley
4375,"Brew By Numbers 75 Sour IPA - Amarillo, Columbus, Simcoe",3.7,"Bermondsey, Greater London","Canned, 440 ml, courtesy of Miro. Shared with him and Max. Hazy yellow, no head. Sour, citric, low carbonation. Some bitterness in finish. Medium bodied.",Iznogud,Bermondsey
4376,Lagunitas Maximus IPA,3.3,"Petaluma, California","Smell of hops, spruce. Clear amber colour, high off-white head. Aroma of hops, spruce, a faint of honey. Regular IIPA with pure flavours. Bitter. Medium carbon, slightly oily texture.",Psytron,Petaluma
4377,Gipsy Hill / Ignition Brewing Social Brew Collective,3.3,"West Norwood, Greater London","2 finger white head. Weak lacing.
Very hazy, mid yellow to light orange coloured beer.

Aroma of clementine, creamy mango, overripe pineapple, passionfruit and sweet white bread.

Taste of pink grapefruit, orange peels, clementine, tree resin, unripe passionfruit and lightly phenolic.

Mouthfeel is semi-dense but with light edges that makes it very drinkable. Medium bitterness. Medium carbonation.  A bit fizzy. Lightly astringent. Watery finish.",EerieDrinks,West Norwood
4378,Revolutions West End Girls,3.6,"Castleford, West Yorkshire",Poured dark mahogany body with tan cream lace top. A definite coffee malt aroma. Taste is medium sweet (milk chocolate) to bitter (coffee grounds). A little background fruit. Palate is medium bodied creamy texture soft to average carbonation and a bitter finish. Delivers a mocha stout.,theprof,Castleford
4379,Weal Ales Wagon Weal,2.9,"Newcastle-under-Lyme, Staffordshire",På GBBF Winter 2020 i Birmingham. Delt med Rune. Amber. Litt uklar. Skumring. Aroma av søt frukt. Smaken jordbærsyltetøy. Lett tørr avslutning.,Finn,Newcastle-under-Lyme
4380,Flügge Georg I.,4.2,"Frankfurt am Main, Hesse","Tap at Moeder Lambic Fontainas, Brussels, 4th February 2020.  Shit the bed this is a good one.  Pours black with a red hue, aroma is vineous, almost barrel, roasted notes.  Taste is smooth, vinous, tart, roasted notes, young grapes, it’s a perfect blend and very unusual, light and easy to drink, probably dangerous :)",CraftBeerNick,Frankfurt am Main
4381,Lone Star,1.4,"Los Angeles, California","Clear golden with a thin head.
Strawy smell with a strong corn note. Not much going on at the attack, later a malty taste with a little acidity and bitterness develops. But in general this beer is weak bodied and bland. Low carbonation.",ophone,Los Angeles
4382,VIP The Village Bike,2.5,"Alnwick, Northumberland","På GBBF Winter 2020 i Birmingham. Delt med Rune. Mørk gylden. Luftig filmskum. Plommearoma. Smaken svisker & plommer. Litt tynn. Tørr, papiraktig avslutning.",Finn,Alnwick
4383,Weal Ales Weal Noir,2.4,"Newcastle-under-Lyme, Staffordshire",På GBBF Winter 2020 i Birmingham. Delt med Rune. Svart. Luftig skumring. Krydret sjokoladearoma. Smaken kanel. Tørr avslutning.,Finn,Newcastle-under-Lyme
4384,Unibroue Trois Pistoles,4.3,"Chambly, Quebec","Belle bière noire avec une mousse beige à très fines bulles bien engageante. Nez : malts, fruits noirs, caramel, porto. Bouche vive, crémeuse, ronde et onctueuse avec candi, pruneau, mélasse, chocolat, épices, petite acidité. Carbonatation moyenne et finale un peu sirupeuse, amère et épicée. Je lui mettrais bien 5 Pistoles à cette quadruple dégustée dans mon verre de chez ""La Trappe"" !!",ardeo,Chambly
4385,VIP The Village Lite,2.6,"Alnwick, Northumberland",På GBBF Winter 2020 i Birmingham. Delt med Rune. Gylden. Skumring. Blomsteraroma. Smaken overmoden bær. Tørr avslutning.,Finn,Alnwick
4386,L'Octant Toucan,4,"Rimouski, Quebec","Bouteille de 500 ml. Arômes de fruits exotiques et de houblon. Goût d'orange, d'ananas, de mangue, de citron et de houblon floral. Très bonne NEIPA.",the sauger,Rimouski
4387,Brew York Tonkoko,4.4,"York, North Yorkshire","Brew York Tonkoko 4.3%. Blackish ruby, dark chocolate malt and coconut aroma, full bodied, dark chocolate malt, toasted coconut, vanilla, deep complex flavours. Stunning milk stout from York 🏴󠁧󠁢󠁥󠁮󠁧󠁿",MaltyVonHop,York
4388,Brew York New England Rose,3.4,"York, North Yorkshire","Z zapasów po WFP. Złote, klarowne. Piana wysoka, trwała, lepi szkło. W aromacie owoce -  tropiki (ananas, mango, melon). W smaku wysoka, wyraźna, trochę zalegająca goryczka. Wytrawne. Średnie wysycenie.",chrisko82,York
4389,Delirium Tremens,2.8,"Melle, Belgium","Alcohol taste.medium bodied. High carbonated. Very clear appereance and good foam. Lots of flavours. Spicy, banana wheat vanilla notes. Rich yeast taste",cosku1986,Melle
4390,Whitley Bay Warrior,2.6,"Whitley Bay, Tyne & Wear",På GBBF Winter 2020 i Birmingham. Delt med Rune. Gylden. Litt uklar. Skumring. Lett bæraroma. Smaken mere bær. Lett tørr & søt avslutning.,Finn,Whitley Bay
4391,Scheyern Kloster (Poculator) Doppelbock Dunkel,3.9,"Scheyern, Bavaria","# 1139; 7/2018. Výborný doppelbock. Hezky vazký, plný sladkého ovoce. Ač v chuti patrný alkohol, velmi dobře pitelný.",kolemkoukolem,Scheyern
4392,Whitley Bay Spanish City Blonde,2.5,"Whitley Bay, Tyne & Wear",På GBBF Winter 2020 i Birmingham. Delt med Rune. Gusjegråbrun. 0 skum. Aroma av malt & fersken. Smaken tørket frukt. Lett tørr avslutning.,Finn,Whitley Bay
4393,Fürst Carl Herbes Glück,3.4,"Ellingen, Bavaria","Bottle 33cl. @home poured into a shaker. Hazy pale golden, good frothy white head, good retention and lacing. Aroma sweet malt, grain, light citrus, grass. Taste medium sweet and bitter, malty, grainy, light metallic, hint lemon. Medium body, oily texture, average carbonation, dry sweetbitter aftertaste, light herbal and mineral notes, refreshing lager, okay.",blackisle,Ellingen
4394,Abbaye des Rocs Blonde (2018 - ...),2.8,"Montignies-sur-Roc, Belgium","Flaska från Hopt.se. Disig smutsigt gyllengul med lågt vitt skum. Ganska platt både till kropp och smakbild. Jäst, deg, surdegsbröd, lite örter. Skulle mått bra av lite sälta. Aningen syrlig. Inte dålig men på gränsen.",Vignale,Montignies-sur-Roc
4395,Riedenburger Dolden Bock,3.8,"Riedenburg/Altmühltal, Bavaria","# 1132; 7/2018. Version 2017. Velmi dobrý weizenbock, hezky sladce meruňový a kořeněný.",kolemkoukolem,Riedenburg/Altmühltal
4396,Insel-Brauerei Snorkelers Sea Salt IPA,3.5,"Rambin auf Rügen, Mecklenburg-Vorpommern","Hazy yellow color with white head. Aroma is hoppy, fruity and a hint of salt. Taste is aswell fruity and a little bitter. Very good beer for the style. You dont taste it is alcohol free beer. My favourit alcohol free beer.",Nevalainen,Rambin auf Rügen
4397,Franziskaner Hefe-Weissbier Alkoholfrei,2.5,"Munich, Bavaria",Bottle. Hazy deep golden color with a huge foamy white head. Mild aroma of banana and wheat. Mild wheaty taste. Medium thin body.,kingstoni,Munich
4398,Partizan IPA Sorachi Ace & Chinook,3.2,"Bermondsey, Greater London","Keg at We Brought Beer, Tooting.  Lightly Hazy pale straw.  Spicy, herbal hop nose.  A bit more sharpness from the Chinook.  Similar in the flavour.",Beese,Bermondsey
4399,Kirkstall / Vocation Betamax,3.4,"Leeds, West Yorkshire","Cask at  Black Door. Hazy yellow colour and small steady white head. Green grass, wheat and some juicyness in the nose. Light-bodied. Pineapple, grass, sweetness. Smooth oaty palate. Nice.",TBone,Leeds
4400,Perlenbacher Pilsener ,2.5,"Neckarsulm, Baden-Württemberg","Süßlich herber Beginn, angenehm, leider schnell metallern werdend. Mild würzig, trocken bitter werdend. Zum Ende stark bitter ohne weitere Aromen. 9/8/7/7/8/7",Koelschtrinker,Neckarsulm
4401,Saints Row Even Drop v3,3.1,"Darlington, Durham",På GBBF Winter 2020 i Birmingham. Delt med Rune. Lysebrunt skumring. Utmerket sjokoladearoma. Smaken det samme ispedd litt vanilje.,Finn,Darlington
